Fecha (UTC),Fecha (Local),Planeta 1,Aspecto,Planeta 2,Descripción,Posición 1,Posición 2
2025-02-28 15:52:44,2025-02-28 12:52:44,Luna,Cuadratura,Mercurio,Luna (directo) por tránsito esta en Cuadratura a tu Mercurio Natal,18°55' Piscis,18°55' Sagitario
2025-02-28 16:18:02,2025-02-28 13:18:02,Luna,Trígono,Neptuno,Luna (directo) por tránsito esta en Trígono a tu Neptuno Natal,19°11' Piscis,19°10' Escorpio
2025-02-28 21:24:36,2025-02-28 18:24:36,Luna,Oposición,Marte,Luna (directo) por tránsito esta en Oposición a tu Marte Natal,22°19' Piscis,22°19' Virgo
2025-03-01 18:24:36,2025-03-01 15:24:36,Luna,Cuadratura,Sol,Luna (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-03-02 01:26:29,2025-03-01 22:26:29,Luna,Trígono,Venus,Luna (directo) por tránsito esta en Trígono a tu Venus Natal,9°36' Aries,9°36' Sagitario
2025-03-02 16:33:30,2025-03-02 13:33:30,Luna,Trígono,Mercurio,Luna (directo) por tránsito esta en Trígono a tu Mercurio Natal,18°55' Aries,18°55' Sagitario
2025-03-02 17:32:34,2025-03-02 14:32:34,Luna,Oposición,Luna,Luna (directo) por tránsito esta en Oposición a tu Luna Natal,19°31' Aries,19°31' Libra
2025-03-03 12:00:42,2025-03-03 09:00:42,Luna,Sextil,Saturno,Luna (directo) por tránsito esta en Sextil a tu Saturno Natal,0°51' Tauro,0°50' Piscis
2025-03-03 19:16:38,2025-03-03 16:16:38,Luna,Trígono,Sol,Luna (directo) por tránsito esta en Trígono a tu Sol Natal,5°16' Tauro,5°16' Capricornio
2025-03-04 13:46:10,2025-03-04 10:46:10,Luna,Conjunción,Júpiter,Luna (directo) por tránsito esta en Conjunción a tu Júpiter Natal,16°27' Tauro,16°27' Tauro
2025-03-04 18:17:34,2025-03-04 15:17:34,Luna,Oposición,Neptuno,Luna (directo) por tránsito esta en Oposición a tu Neptuno Natal,19°10' Tauro,19°10' Escorpio
2025-03-05 03:58:21,2025-03-05 00:58:21,Sol,Oposición,Urano,Sol (directo) por tránsito esta en Oposición a tu Urano Natal,14°49' Piscis,14°49' Virgo
2025-03-05 13:56:00,2025-03-05 10:56:00,Luna,Cuadratura,Saturno,Luna (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°51' Géminis,0°50' Piscis
2025-03-06 04:53:12,2025-03-06 01:53:12,Luna,Oposición,Venus,Luna (directo) por tránsito esta en Oposición a tu Venus Natal,9°36' Géminis,9°36' Sagitario
2025-03-06 15:34:27,2025-03-06 12:34:27,Sol,Oposición,Plutón,Sol (directo) por tránsito esta en Oposición a tu Plutón Natal,16°18' Piscis,16°18' Virgo
2025-03-06 21:00:42,2025-03-06 18:00:42,Luna,Oposición,Mercurio,Luna (directo) por tránsito esta en Oposición a tu Mercurio Natal,18°55' Géminis,18°55' Sagitario
2025-03-07 11:29:45,2025-03-07 08:29:45,Mercurio,Cuadratura,Sol,Mercurio (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-03-07 17:59:17,2025-03-07 14:59:17,Luna,Trígono,Saturno,Luna (directo) por tránsito esta en Trígono a tu Saturno Natal,0°50' Cáncer,0°50' Piscis
2025-03-08 01:53:12,2025-03-07 22:53:12,Luna,Oposición,Sol,Luna (directo) por tránsito esta en Oposición a tu Sol Natal,5°16' Cáncer,5°16' Capricornio
2025-03-08 22:03:59,2025-03-08 19:03:59,Luna,Sextil,Júpiter,Luna (directo) por tránsito esta en Sextil a tu Júpiter Natal,16°27' Cáncer,16°27' Tauro
2025-03-09 06:21:47,2025-03-09 03:21:47,Sol,Cuadratura,Mercurio,Sol (directo) por tránsito esta en Cuadratura a tu Mercurio Natal,18°55' Piscis,18°55' Sagitario
2025-03-09 12:27:25,2025-03-09 09:27:25,Sol,Trígono,Neptuno,Sol (directo) por tránsito esta en Trígono a tu Neptuno Natal,19°10' Piscis,19°10' Escorpio
2025-03-09 16:41:57,2025-03-09 13:41:57,Venus,Trígono,Venus,Venus (retrógrado) por tránsito esta en Trígono a tu Venus Natal,9°36' Aries,9°36' Sagitario
2025-03-11 05:56:29,2025-03-11 02:56:29,Luna,Cuadratura,Júpiter,Luna (directo) por tránsito esta en Cuadratura a tu Júpiter Natal,16°27' Leo,16°27' Tauro
2025-03-12 09:34:27,2025-03-12 06:34:27,Luna,Oposición,Saturno,Luna (directo) por tránsito esta en Oposición a tu Saturno Natal,0°51' Virgo,0°50' Piscis
2025-03-12 16:06:47,2025-03-12 13:06:47,Sol,Oposición,Marte,Sol (directo) por tránsito esta en Oposición a tu Marte Natal,22°19' Piscis,22°19' Virgo
2025-03-13 12:52:44,2025-03-13 09:52:44,Luna,Conjunción,Urano,Luna (directo) por tránsito esta en Conjunción a tu Urano Natal,14°49' Virgo,14°49' Virgo
2025-03-13 15:48:30,2025-03-13 12:48:30,Luna,Conjunción,Plutón,Luna (directo) por tránsito esta en Conjunción a tu Plutón Natal,16°18' Virgo,16°18' Virgo
2025-03-13 16:06:47,2025-03-13 13:06:47,Luna,Trígono,Júpiter,Luna (directo) por tránsito esta en Trígono a tu Júpiter Natal,16°28' Virgo,16°27' Tauro
2025-03-14 03:42:53,2025-03-14 00:42:53,Luna,Conjunción,Marte,Luna (directo) por tránsito esta en Conjunción a tu Marte Natal,22°19' Virgo,22°19' Virgo
2025-03-14 08:03:45,2025-03-14 05:03:45,Saturno,Oposición,Marte,Saturno (directo) por tránsito esta en Oposición a tu Marte Natal,22°19' Piscis,22°19' Virgo
2025-03-16 10:16:38,2025-03-16 07:16:38,Luna,Conjunción,Luna,Luna (directo) por tránsito esta en Conjunción a tu Luna Natal,19°31' Libra,19°31' Libra
2025-03-18 13:36:19,2025-03-18 10:36:19,Luna,Sextil,Urano,Luna (directo) por tránsito esta en Sextil a tu Urano Natal,14°49' Escorpio,14°49' Virgo
2025-03-18 16:37:44,2025-03-18 13:37:44,Luna,Sextil,Plutón,Luna (directo) por tránsito esta en Sextil a tu Plutón Natal,16°18' Escorpio,16°18' Virgo
2025-03-18 16:56:00,2025-03-18 13:56:00,Luna,Oposición,Júpiter,Luna (directo) por tránsito esta en Oposición a tu Júpiter Natal,16°27' Escorpio,16°27' Tauro
2025-03-18 19:19:27,2025-03-18 16:19:27,Venus,Cuadratura,Sol,Venus (retrógrado) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-03-18 22:26:29,2025-03-18 19:26:29,Luna,Conjunción,Neptuno,Luna (directo) por tránsito esta en Conjunción a tu Neptuno Natal,19°10' Escorpio,19°10' Escorpio
2025-03-19 04:48:59,2025-03-19 01:48:59,Luna,Sextil,Marte,Luna (directo) por tránsito esta en Sextil a tu Marte Natal,22°19' Escorpio,22°19' Virgo
2025-03-20 15:30:14,2025-03-20 12:30:14,Luna,Conjunción,Venus,Luna (directo) por tránsito esta en Conjunción a tu Venus Natal,9°36' Sagitario,9°36' Sagitario
2025-03-21 01:51:47,2025-03-20 22:51:47,Luna,Cuadratura,Urano,Luna (directo) por tránsito esta en Cuadratura a tu Urano Natal,14°49' Sagitario,14°49' Virgo
2025-03-21 04:47:34,2025-03-21 01:47:34,Luna,Cuadratura,Plutón,Luna (directo) por tránsito esta en Cuadratura a tu Plutón Natal,16°18' Sagitario,16°18' Virgo
2025-03-21 09:56:57,2025-03-21 06:56:57,Luna,Conjunción,Mercurio,Luna (directo) por tránsito esta en Conjunción a tu Mercurio Natal,18°56' Sagitario,18°55' Sagitario
2025-03-21 11:07:15,2025-03-21 08:07:15,Luna,Sextil,Luna,Luna (directo) por tránsito esta en Sextil a tu Luna Natal,19°31' Sagitario,19°31' Libra
2025-03-21 16:36:19,2025-03-21 13:36:19,Luna,Cuadratura,Marte,Luna (directo) por tránsito esta en Cuadratura a tu Marte Natal,22°19' Sagitario,22°19' Virgo
2025-03-22 17:35:23,2025-03-22 14:35:23,Luna,Conjunción,Sol,Luna (directo) por tránsito esta en Conjunción a tu Sol Natal,5°16' Capricornio,5°16' Capricornio
2025-03-23 11:35:23,2025-03-23 08:35:23,Luna,Trígono,Urano,Luna (directo) por tránsito esta en Trígono a tu Urano Natal,14°49' Capricornio,14°49' Virgo
2025-03-23 14:21:19,2025-03-23 11:21:19,Luna,Trígono,Plutón,Luna (directo) por tránsito esta en Trígono a tu Plutón Natal,16°18' Capricornio,16°18' Virgo
2025-03-23 19:40:32,2025-03-23 16:40:32,Luna,Sextil,Neptuno,Luna (directo) por tránsito esta en Sextil a tu Neptuno Natal,19°10' Capricornio,19°10' Escorpio
2025-03-23 19:53:12,2025-03-23 16:53:12,Mercurio,Cuadratura,Sol,Mercurio (retrógrado) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-03-23 20:19:55,2025-03-23 17:19:55,Luna,Cuadratura,Luna,Luna (directo) por tránsito esta en Cuadratura a tu Luna Natal,19°31' Capricornio,19°31' Libra
2025-03-24 01:29:17,2025-03-23 22:29:17,Luna,Trígono,Marte,Luna (directo) por tránsito esta en Trígono a tu Marte Natal,22°20' Capricornio,22°19' Virgo
2025-03-25 08:31:10,2025-03-25 05:31:10,Luna,Sextil,Venus,Luna (directo) por tránsito esta en Sextil a tu Venus Natal,9°37' Acuario,9°36' Sagitario
2025-03-25 16:43:21,2025-03-25 13:43:21,Sol,Cuadratura,Sol,Sol (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-03-26 00:42:53,2025-03-25 21:42:53,Luna,Sextil,Mercurio,Luna (directo) por tránsito esta en Sextil a tu Mercurio Natal,18°55' Acuario,18°55' Sagitario
2025-03-26 01:09:36,2025-03-25 22:09:36,Luna,Cuadratura,Neptuno,Luna (directo) por tránsito esta en Cuadratura a tu Neptuno Natal,19°11' Acuario,19°10' Escorpio
2025-03-26 01:44:45,2025-03-25 22:44:45,Luna,Trígono,Luna,Luna (directo) por tránsito esta en Trígono a tu Luna Natal,19°31' Acuario,19°31' Libra
2025-03-26 20:56:29,2025-03-26 17:56:29,Luna,Conjunción,Saturno,Luna (directo) por tránsito esta en Conjunción a tu Saturno Natal,0°50' Piscis,0°50' Piscis
2025-03-27 04:20:51,2025-03-27 01:20:51,Luna,Sextil,Sol,Luna (directo) por tránsito esta en Sextil a tu Sol Natal,5°16' Piscis,5°16' Capricornio
2025-03-27 11:31:10,2025-03-27 08:31:10,Luna,Cuadratura,Venus,Luna (directo) por tránsito esta en Cuadratura a tu Venus Natal,9°36' Piscis,9°36' Sagitario
2025-03-27 20:04:27,2025-03-27 17:04:27,Luna,Oposición,Urano,Luna (directo) por tránsito esta en Oposición a tu Urano Natal,14°49' Piscis,14°49' Virgo
2025-03-27 22:29:17,2025-03-27 19:29:17,Luna,Oposición,Plutón,Luna (directo) por tránsito esta en Oposición a tu Plutón Natal,16°18' Piscis,16°18' Virgo
2025-03-28 02:45:14,2025-03-27 23:45:14,Luna,Cuadratura,Mercurio,Luna (directo) por tránsito esta en Cuadratura a tu Mercurio Natal,18°55' Piscis,18°55' Sagitario
2025-03-28 03:10:32,2025-03-28 00:10:32,Luna,Trígono,Neptuno,Luna (directo) por tránsito esta en Trígono a tu Neptuno Natal,19°11' Piscis,19°10' Escorpio
2025-03-28 08:15:42,2025-03-28 05:15:42,Luna,Oposición,Marte,Luna (directo) por tránsito esta en Oposición a tu Marte Natal,22°19' Piscis,22°19' Virgo
2025-03-29 05:01:38,2025-03-29 02:01:38,Luna,Cuadratura,Sol,Luna (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-03-29 11:56:29,2025-03-29 08:56:29,Luna,Trígono,Venus,Luna (directo) por tránsito esta en Trígono a tu Venus Natal,9°36' Aries,9°36' Sagitario
2025-03-30 01:46:10,2025-03-29 22:46:10,Sol,Trígono,Venus,Sol (directo) por tránsito esta en Trígono a tu Venus Natal,9°36' Aries,9°36' Sagitario
2025-03-30 02:42:25,2025-03-29 23:42:25,Luna,Trígono,Mercurio,Luna (directo) por tránsito esta en Trígono a tu Mercurio Natal,18°55' Aries,18°55' Sagitario
2025-03-30 03:40:04,2025-03-30 00:40:04,Luna,Oposición,Luna,Luna (directo) por tránsito esta en Oposición a tu Luna Natal,19°31' Aries,19°31' Libra
2025-03-30 21:35:51,2025-03-30 18:35:51,Luna,Sextil,Saturno,Luna (directo) por tránsito esta en Sextil a tu Saturno Natal,0°50' Tauro,0°50' Piscis
2025-03-31 04:39:08,2025-03-31 01:39:08,Luna,Trígono,Sol,Luna (directo) por tránsito esta en Trígono a tu Sol Natal,5°16' Tauro,5°16' Capricornio
2025-03-31 22:30:42,2025-03-31 19:30:42,Luna,Conjunción,Júpiter,Luna (directo) por tránsito esta en Conjunción a tu Júpiter Natal,16°27' Tauro,16°27' Tauro
2025-04-01 02:53:40,2025-03-31 23:53:40,Luna,Oposición,Neptuno,Luna (directo) por tránsito esta en Oposición a tu Neptuno Natal,19°11' Tauro,19°10' Escorpio
2025-04-01 21:48:30,2025-04-01 18:48:30,Luna,Cuadratura,Saturno,Luna (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°50' Géminis,0°50' Piscis
2025-04-02 12:16:10,2025-04-02 09:16:10,Luna,Oposición,Venus,Luna (directo) por tránsito esta en Oposición a tu Venus Natal,9°36' Géminis,9°36' Sagitario
2025-04-03 03:52:44,2025-04-03 00:52:44,Luna,Oposición,Mercurio,Luna (directo) por tránsito esta en Oposición a tu Mercurio Natal,18°55' Géminis,18°55' Sagitario
2025-04-04 00:18:59,2025-04-03 21:18:59,Luna,Trígono,Saturno,Luna (directo) por tránsito esta en Trígono a tu Saturno Natal,0°51' Cáncer,0°50' Piscis
2025-04-04 08:01:38,2025-04-04 05:01:38,Luna,Oposición,Sol,Luna (directo) por tránsito esta en Oposición a tu Sol Natal,5°16' Cáncer,5°16' Capricornio
2025-04-05 03:52:44,2025-04-05 00:52:44,Luna,Sextil,Júpiter,Luna (directo) por tránsito esta en Sextil a tu Júpiter Natal,16°27' Cáncer,16°27' Tauro
2025-04-07 11:31:10,2025-04-07 08:31:10,Luna,Cuadratura,Júpiter,Luna (directo) por tránsito esta en Cuadratura a tu Júpiter Natal,16°27' Leo,16°27' Tauro
2025-04-08 12:38:40,2025-04-08 09:38:40,Sol,Trígono,Mercurio,Sol (directo) por tránsito esta en Trígono a tu Mercurio Natal,18°55' Aries,18°55' Sagitario
2025-04-08 15:18:59,2025-04-08 12:18:59,Luna,Oposición,Saturno,Luna (directo) por tránsito esta en Oposición a tu Saturno Natal,0°50' Virgo,0°50' Piscis
2025-04-09 03:23:12,2025-04-09 00:23:12,Sol,Oposición,Luna,Sol (directo) por tránsito esta en Oposición a tu Luna Natal,19°31' Aries,19°31' Libra
2025-04-09 18:51:19,2025-04-09 15:51:19,Luna,Conjunción,Urano,Luna (directo) por tránsito esta en Conjunción a tu Urano Natal,14°49' Virgo,14°49' Virgo
2025-04-09 21:48:30,2025-04-09 18:48:30,Luna,Conjunción,Plutón,Luna (directo) por tránsito esta en Conjunción a tu Plutón Natal,16°18' Virgo,16°18' Virgo
2025-04-09 22:06:47,2025-04-09 19:06:47,Luna,Trígono,Júpiter,Luna (directo) por tránsito esta en Trígono a tu Júpiter Natal,16°27' Virgo,16°27' Tauro
2025-04-10 09:48:30,2025-04-10 06:48:30,Luna,Conjunción,Marte,Luna (directo) por tránsito esta en Conjunción a tu Marte Natal,22°19' Virgo,22°19' Virgo
2025-04-12 16:39:08,2025-04-12 13:39:08,Luna,Conjunción,Luna,Luna (directo) por tránsito esta en Conjunción a tu Luna Natal,19°31' Libra,19°31' Libra
2025-04-14 19:58:49,2025-04-14 16:58:49,Luna,Sextil,Urano,Luna (directo) por tránsito esta en Sextil a tu Urano Natal,14°49' Escorpio,14°49' Virgo
2025-04-14 22:58:49,2025-04-14 19:58:49,Luna,Sextil,Plutón,Luna (directo) por tránsito esta en Sextil a tu Plutón Natal,16°18' Escorpio,16°18' Virgo
2025-04-14 23:17:06,2025-04-14 20:17:06,Luna,Oposición,Júpiter,Luna (directo) por tránsito esta en Oposición a tu Júpiter Natal,16°27' Escorpio,16°27' Tauro
2025-04-15 04:47:34,2025-04-15 01:47:34,Luna,Conjunción,Neptuno,Luna (directo) por tránsito esta en Conjunción a tu Neptuno Natal,19°10' Escorpio,19°10' Escorpio
2025-04-15 11:10:04,2025-04-15 08:10:04,Luna,Sextil,Marte,Luna (directo) por tránsito esta en Sextil a tu Marte Natal,22°20' Escorpio,22°19' Virgo
2025-04-16 21:54:08,2025-04-16 18:54:08,Luna,Conjunción,Venus,Luna (directo) por tránsito esta en Conjunción a tu Venus Natal,9°36' Sagitario,9°36' Sagitario
2025-04-17 08:17:06,2025-04-17 05:17:06,Luna,Cuadratura,Urano,Luna (directo) por tránsito esta en Cuadratura a tu Urano Natal,14°49' Sagitario,14°49' Virgo
2025-04-17 11:14:17,2025-04-17 08:14:17,Luna,Cuadratura,Plutón,Luna (directo) por tránsito esta en Cuadratura a tu Plutón Natal,16°18' Sagitario,16°18' Virgo
2025-04-17 16:25:04,2025-04-17 13:25:04,Luna,Conjunción,Mercurio,Luna (directo) por tránsito esta en Conjunción a tu Mercurio Natal,18°55' Sagitario,18°55' Sagitario
2025-04-17 17:36:47,2025-04-17 14:36:47,Luna,Sextil,Luna,Luna (directo) por tránsito esta en Sextil a tu Luna Natal,19°31' Sagitario,19°31' Libra
2025-04-17 23:08:40,2025-04-17 20:08:40,Luna,Cuadratura,Marte,Luna (directo) por tránsito esta en Cuadratura a tu Marte Natal,22°19' Sagitario,22°19' Virgo
2025-04-18 07:58:49,2025-04-18 04:58:49,Júpiter,Oposición,Mercurio,Júpiter (directo) por tránsito esta en Oposición a tu Mercurio Natal,18°55' Géminis,18°55' Sagitario
2025-04-19 00:28:49,2025-04-18 21:28:49,Luna,Conjunción,Sol,Luna (directo) por tránsito esta en Conjunción a tu Sol Natal,5°17' Capricornio,5°16' Capricornio
2025-04-19 18:49:55,2025-04-19 15:49:55,Luna,Trígono,Urano,Luna (directo) por tránsito esta en Trígono a tu Urano Natal,14°49' Capricornio,14°49' Virgo
2025-04-19 21:40:04,2025-04-19 18:40:04,Luna,Trígono,Plutón,Luna (directo) por tránsito esta en Trígono a tu Plutón Natal,16°18' Capricornio,16°18' Virgo
2025-04-20 03:06:19,2025-04-20 00:06:19,Luna,Sextil,Neptuno,Luna (directo) por tránsito esta en Sextil a tu Neptuno Natal,19°10' Capricornio,19°10' Escorpio
2025-04-20 03:45:42,2025-04-20 00:45:42,Luna,Cuadratura,Luna,Luna (directo) por tránsito esta en Cuadratura a tu Luna Natal,19°31' Capricornio,19°31' Libra
2025-04-20 09:02:06,2025-04-20 06:02:06,Luna,Trígono,Marte,Luna (directo) por tránsito esta en Trígono a tu Marte Natal,22°19' Capricornio,22°19' Virgo
2025-04-20 16:47:34,2025-04-20 13:47:34,Sol,Sextil,Saturno,Sol (directo) por tránsito esta en Sextil a tu Saturno Natal,0°50' Tauro,0°50' Piscis
2025-04-21 16:58:49,2025-04-21 13:58:49,Luna,Sextil,Venus,Luna (directo) por tránsito esta en Sextil a tu Venus Natal,9°36' Acuario,9°36' Sagitario
2025-04-22 09:41:29,2025-04-22 06:41:29,Luna,Sextil,Mercurio,Luna (directo) por tránsito esta en Sextil a tu Mercurio Natal,18°55' Acuario,18°55' Sagitario
2025-04-22 10:09:36,2025-04-22 07:09:36,Luna,Cuadratura,Neptuno,Luna (directo) por tránsito esta en Cuadratura a tu Neptuno Natal,19°11' Acuario,19°10' Escorpio
2025-04-22 10:36:19,2025-04-22 07:36:19,Mercurio,Cuadratura,Sol,Mercurio (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-04-22 10:46:10,2025-04-22 07:46:10,Luna,Trígono,Luna,Luna (directo) por tránsito esta en Trígono a tu Luna Natal,19°31' Acuario,19°31' Libra
2025-04-23 06:34:27,2025-04-23 03:34:27,Luna,Conjunción,Saturno,Luna (directo) por tránsito esta en Conjunción a tu Saturno Natal,0°50' Piscis,0°50' Piscis
2025-04-23 14:11:29,2025-04-23 11:11:29,Luna,Sextil,Sol,Luna (directo) por tránsito esta en Sextil a tu Sol Natal,5°16' Piscis,5°16' Capricornio
2025-04-23 21:34:27,2025-04-23 18:34:27,Luna,Cuadratura,Venus,Luna (directo) por tránsito esta en Cuadratura a tu Venus Natal,9°36' Piscis,9°36' Sagitario
2025-04-24 06:21:47,2025-04-24 03:21:47,Luna,Oposición,Urano,Luna (directo) por tránsito esta en Oposición a tu Urano Natal,14°49' Piscis,14°49' Virgo
2025-04-24 08:50:51,2025-04-24 05:50:51,Luna,Oposición,Plutón,Luna (directo) por tránsito esta en Oposición a tu Plutón Natal,16°18' Piscis,16°18' Virgo
2025-04-24 13:12:25,2025-04-24 10:12:25,Luna,Cuadratura,Mercurio,Luna (directo) por tránsito esta en Cuadratura a tu Mercurio Natal,18°56' Piscis,18°55' Sagitario
2025-04-24 13:37:44,2025-04-24 10:37:44,Luna,Trígono,Neptuno,Luna (directo) por tránsito esta en Trígono a tu Neptuno Natal,19°11' Piscis,19°10' Escorpio
2025-04-24 18:49:55,2025-04-24 15:49:55,Luna,Oposición,Marte,Luna (directo) por tránsito esta en Oposición a tu Marte Natal,22°19' Piscis,22°19' Virgo
2025-04-25 05:49:27,2025-04-25 02:49:27,Sol,Trígono,Sol,Sol (directo) por tránsito esta en Trígono a tu Sol Natal,5°16' Tauro,5°16' Capricornio
2025-04-25 15:56:57,2025-04-25 12:56:57,Luna,Cuadratura,Sol,Luna (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-04-25 22:56:00,2025-04-25 19:56:00,Luna,Trígono,Venus,Luna (directo) por tránsito esta en Trígono a tu Venus Natal,9°36' Aries,9°36' Sagitario
2025-04-26 08:55:04,2025-04-26 05:55:04,Mercurio,Trígono,Venus,Mercurio (directo) por tránsito esta en Trígono a tu Venus Natal,9°36' Aries,9°36' Sagitario
2025-04-26 13:47:34,2025-04-26 10:47:34,Luna,Trígono,Mercurio,Luna (directo) por tránsito esta en Trígono a tu Mercurio Natal,18°55' Aries,18°55' Sagitario
2025-04-26 14:45:14,2025-04-26 11:45:14,Luna,Oposición,Luna,Luna (directo) por tránsito esta en Oposición a tu Luna Natal,19°32' Aries,19°31' Libra
2025-04-27 08:36:47,2025-04-27 05:36:47,Luna,Sextil,Saturno,Luna (directo) por tránsito esta en Sextil a tu Saturno Natal,0°50' Tauro,0°50' Piscis
2025-04-27 15:35:51,2025-04-27 12:35:51,Luna,Trígono,Sol,Luna (directo) por tránsito esta en Trígono a tu Sol Natal,5°17' Tauro,5°16' Capricornio
2025-04-28 09:10:32,2025-04-28 06:10:32,Luna,Conjunción,Júpiter,Luna (directo) por tránsito esta en Conjunción a tu Júpiter Natal,16°27' Tauro,16°27' Tauro
2025-04-28 13:27:53,2025-04-28 10:27:53,Luna,Oposición,Neptuno,Luna (directo) por tránsito esta en Oposición a tu Neptuno Natal,19°11' Tauro,19°10' Escorpio
2025-04-29 07:56:00,2025-04-29 04:56:00,Luna,Cuadratura,Saturno,Luna (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°51' Géminis,0°50' Piscis
2025-04-29 21:56:57,2025-04-29 18:56:57,Luna,Oposición,Venus,Luna (directo) por tránsito esta en Oposición a tu Venus Natal,9°36' Géminis,9°36' Sagitario
2025-04-30 13:03:59,2025-04-30 10:03:59,Luna,Oposición,Mercurio,Luna (directo) por tránsito esta en Oposición a tu Mercurio Natal,18°55' Géminis,18°55' Sagitario
2025-05-01 08:48:02,2025-05-01 05:48:02,Luna,Trígono,Saturno,Luna (directo) por tránsito esta en Trígono a tu Saturno Natal,0°50' Cáncer,0°50' Piscis
2025-05-01 16:16:38,2025-05-01 13:16:38,Luna,Oposición,Sol,Luna (directo) por tránsito esta en Oposición a tu Sol Natal,5°17' Cáncer,5°16' Capricornio
2025-05-02 11:28:21,2025-05-02 08:28:21,Luna,Sextil,Júpiter,Luna (directo) por tránsito esta en Sextil a tu Júpiter Natal,16°27' Cáncer,16°27' Tauro
2025-05-03 10:23:40,2025-05-03 07:23:40,Mercurio,Trígono,Mercurio,Mercurio (directo) por tránsito esta en Trígono a tu Mercurio Natal,18°55' Aries,18°55' Sagitario
2025-05-03 20:22:44,2025-05-03 17:22:44,Mercurio,Oposición,Luna,Mercurio (directo) por tránsito esta en Oposición a tu Luna Natal,19°31' Aries,19°31' Libra
2025-05-04 17:49:27,2025-05-04 14:49:27,Luna,Cuadratura,Júpiter,Luna (directo) por tránsito esta en Cuadratura a tu Júpiter Natal,16°27' Leo,16°27' Tauro
2025-05-05 21:18:59,2025-05-05 18:18:59,Luna,Oposición,Saturno,Luna (directo) por tránsito esta en Oposición a tu Saturno Natal,0°51' Virgo,0°50' Piscis
2025-05-06 18:11:57,2025-05-06 15:11:57,Sol,Conjunción,Júpiter,Sol (directo) por tránsito esta en Conjunción a tu Júpiter Natal,16°27' Tauro,16°27' Tauro
2025-05-07 00:44:17,2025-05-06 21:44:17,Luna,Conjunción,Urano,Luna (directo) por tránsito esta en Conjunción a tu Urano Natal,14°49' Virgo,14°49' Virgo
2025-05-07 03:41:29,2025-05-07 00:41:29,Luna,Conjunción,Plutón,Luna (directo) por tránsito esta en Conjunción a tu Plutón Natal,16°18' Virgo,16°18' Virgo
2025-05-07 03:59:45,2025-05-07 00:59:45,Luna,Trígono,Júpiter,Luna (directo) por tránsito esta en Trígono a tu Júpiter Natal,16°28' Virgo,16°27' Tauro
2025-05-07 15:41:29,2025-05-07 12:41:29,Luna,Conjunción,Marte,Luna (directo) por tránsito esta en Conjunción a tu Marte Natal,22°19' Virgo,22°19' Virgo
2025-05-09 00:00:42,2025-05-08 21:00:42,Venus,Cuadratura,Sol,Venus (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-05-09 13:41:57,2025-05-09 10:41:57,Sol,Oposición,Neptuno,Sol (directo) por tránsito esta en Oposición a tu Neptuno Natal,19°10' Tauro,19°10' Escorpio
2025-05-09 22:41:57,2025-05-09 19:41:57,Luna,Conjunción,Luna,Luna (directo) por tránsito esta en Conjunción a tu Luna Natal,19°32' Libra,19°31' Libra
2025-05-11 00:17:34,2025-05-10 21:17:34,Mercurio,Sextil,Saturno,Mercurio (directo) por tránsito esta en Sextil a tu Saturno Natal,0°50' Tauro,0°50' Piscis
2025-05-12 02:01:38,2025-05-11 23:01:38,Luna,Sextil,Urano,Luna (directo) por tránsito esta en Sextil a tu Urano Natal,14°49' Escorpio,14°49' Virgo
2025-05-12 05:01:38,2025-05-12 02:01:38,Luna,Sextil,Plutón,Luna (directo) por tránsito esta en Sextil a tu Plutón Natal,16°18' Escorpio,16°18' Virgo
2025-05-12 05:19:55,2025-05-12 02:19:55,Luna,Oposición,Júpiter,Luna (directo) por tránsito esta en Oposición a tu Júpiter Natal,16°27' Escorpio,16°27' Tauro
2025-05-12 10:50:23,2025-05-12 07:50:23,Luna,Conjunción,Neptuno,Luna (directo) por tránsito esta en Conjunción a tu Neptuno Natal,19°11' Escorpio,19°10' Escorpio
2025-05-12 17:10:04,2025-05-12 14:10:04,Luna,Sextil,Marte,Luna (directo) por tránsito esta en Sextil a tu Marte Natal,22°19' Escorpio,22°19' Virgo
2025-05-13 13:25:04,2025-05-13 10:25:04,Mercurio,Trígono,Sol,Mercurio (directo) por tránsito esta en Trígono a tu Sol Natal,5°16' Tauro,5°16' Capricornio
